2020.6.6,30.4,44.1,29.9,31.4,0,2,23.38,2.3
2020.6.7,29,49.4,29,30.2,0,2.3,26.04,3.3
2020.6.8,32,43,31.3,32.7,0,2.1,26.13,3
2020.6.9,32.6,40.7,31.6,34.1,0,2.3,28.36,3
2020.6.10,31.9,45.6,31.5,32.8,6.2,2,18.85,9
2020.6.11,31.6,45.7,31.2,30.1,0,2.2,26.03,5.8
2020.6.12,27.5,56.2,28.2,25.8,0,1.7,11.51,8.1
2020.6.13,33.2,38.9,32,34.6,0,1.9,28.11,5.5
2020.6.14,28.7,52.6,29,29.6,1.1,2.9,22.52,4.4
2020.6.15,27.1,52.9,27.5,31.1,0,2.8,26.53,6
2020.6.16,30.5,43.1,29.9,32.2,0,2.2,24.74,6
2020.6.17,30.3,45.2,29.9,31.1,0,2,21.25,7.4
2020.6.18,27.2,48.8,27.2,26.7,0,1.6,11,9
2020.6.19,29.9,48,29.8,29.6,0.1,2.1,19.6,6.3
2020.6.20,29.7,50.1,29.8,31.9,0,2.1,24.75,0.9
2020.6.21,32.6,39.6,31.5,34.1,0,2,27.82,0.1
2020.6.22,35.3,30.7,32.9,36.3,0,2,28.95,1.6
2020.6.23,31,44.1,30.4,32.1,0,1.9,16.97,7.5
2020.6.24,26.1,66.7,27.6,22.7,37.6,2.7,2.91,10
2020.6.25,22.6,91.1,25.8,23,13.3,2.2,6.11,10
2020.6.26,25.6,67.8,27.2,22.9,2.1,3.2,13.03,8.3
2020.6.27,29.5,55.1,30,25.2,0,2,22.18,6.1
2020.6.28,30,52.3,30.3,28.6,0,2.4,28.6,1.9
2020.6.29,26.5,67.4,28.1,23.9,11.9,2.4,8.4,8.6
2020.6.30,23,70.8,24.8,20.8,64.7,4,6.2,10
2020.7.1,24.2,69,25.9,21.3,0,1.9,9.47,7.6
2020.7.2,29.8,54.1,30.2,24.5,0,1.9,19.15,6.6
2020.7.3,29.6,56.5,30.3,28.6,0.1,2.6,27.47,6.8
2020.7.4,29.4,43.8,28.9,28.2,1.6,2.1,26.88,7.6
2020.7.5,27.6,54.4,28.1,26.7,0,1.9,20.85,5.3
2020.7.6,30.9,50.9,31,28.5,0,2.1,19.28,7.4
2020.7.7,28,62.4,29.2,28.3,0,2.5,15.15,6.3
2020.7.8,30.3,57,31,30.5,0,2,25.81,2.9
2020.7.9,32.9,42.5,32.1,31.9,0,1.7,23.1,4.8
2020.7.10,27.2,67.2,28.7,25.2,2.2,2.8,12.3,6.6
2020.7.11,30.2,52.2,30.5,29.7,0,2.6,21.82,7.3
2020.7.12,26,64.1,27.3,25.3,2.9,2.4,7.67,9.1
2020.7.13,21.7,88.7,24.7,20.1,47.6,4,4.58,10
2020.7.14,24.1,68.2,25.7,22.6,11.5,2.8,12.46,9.9
2020.7.15,28.6,46,28.3,26.4,0,2,26.6,5.1
2020.7.16,29.6,60.1,30.6,27.4,0,1.8,25.76,4.1
2020.7.17,31.6,54.1,32,28.3,0,1.9,22.28,4.5
2020.7.18,31,55.7,31.6,27.9,0,1.6,15.49,5.4
2020.7.19,26.5,79.3,29,22.9,29.1,2.7,4.92,9.9
2020.7.20,26.6,83.5,29.4,23.8,3.6,3.7,5.15,9.6
2020.7.21,30.3,56.1,30.9,25.6,0,1.6,17.83,6.3
2020.7.22,25.6,84,28.4,24,11.5,1.6,4.5,9.8
2020.7.23,22.5,94.1,25.9,21.8,103.1,3.6,2.72,10
2020.7.24,26.7,64.6,28,21.2,2.9,4.6,10.46,9.3
2020.7.25,28.9,57.8,29.7,23.9,0,3.1,15.59,7.8
2020.7.26,29.4,60.5,30.4,25.6,0,2,18.14,7.4
2020.7.27,25.3,88.5,28.4,25.2,2.2,2.2,7.72,10
2020.7.28,26.4,76,28.6,25,0.4,2,8.38,9.9
2020.7.29,24.9,95.6,28.5,23.9,50.1,2,3.18,10
2020.7.30,28.2,75.7,30.4,26.9,0.1,2.1,15.34,8.3
2020.7.31,29.6,72.2,31.6,27.2,1.5,2,14.5,6.9
2020.8.1,26.8,88.6,30,25.7,39.1,1.7,5.31,9.8
2020.8.2,26.3,95.8,29.9,25.2,31.4,2.3,2.55,10
2020.8.3,26.3,89.4,29.5,25.1,102.6,3,3.09,10
2020.8.4,29.2,80.1,31.8,26.9,3.9,3.5,8.06,9.6
2020.8.5,29.1,84.1,32,26.7,18.5,1.9,5.02,9.8
2020.8.6,25.4,96.5,29.1,24.8,75.7,3.3,6.74,8
2020.8.7,26.1,82,28.8,24.8,0,1.8,6.7,9
2020.8.8,26,85.3,28.9,24.9,19.1,2.3,6.96,9.1
2020.8.9,25.8,90.6,29.1,24.3,50.3,2.6,1.43,9.8
2020.8.10,29.5,81,32.2,26.4,44.6,2,7.77,9.9
2020.8.11,27.3,82.1,30,25.2,97,2.2,7.44,9.5
2020.8.12,31.3,70.6,33.2,28.3,0,1.9,13.62,8.3
2020.8.13,30.3,74.9,32.5,27.4,0,2.5,7.96,8.5
2020.8.14,27.9,85.8,30.9,26.3,0.4,3.5,4.14,9.3
2020.8.15,27,95.1,30.6,25.9,69,1.9,3.25,9.3
2020.8.16,30.6,72.6,32.6,27.9,0,3,14.3,8.3
2020.8.17,32.2,63.4,33.5,29,0,2.3,18.44,4.4
2020.8.18,31.9,63.6,33.2,29.1,0,1.6,19.81,2.8
2020.8.19,31.4,63.9,32.7,28.6,0,2,22.54,2.3
2020.8.20,31.6,62.8,32.8,27.6,0,1.7,15.16,6.4
2020.8.21,29.2,77.1,31.5,27.6,2.5,1.6,8.74,8.8
2020.8.22,27.6,79,30.1,25.2,42.6,2.1,7.56,9
2020.8.23,29.9,61.8,31,27.2,0,1.9,18.72,6
2020.8.24,31.9,61,33,28.6,0,2.2,20.25,5.9
2020.8.25,34.3,53.5,34.6,30.5,0,2.1,21.21,5.9
2020.8.26,34.2,57.8,35,29.3,0.6,3.4,19.68,6.4
