year	wave	region	income	family_member	gender	year_born	education_level	marriage	religion	occupation	company_size	reason_none_worker
2014	10	2	5982	5	1	1970	5	1	2	521	1	 
2015	11	2	7003	4	1	1970	5	1	2	521	1	 
2016	12	2	6475	4	1	1970	5	1	2	521	1	 
2017	13	2	6572	5	1	1970	5	1	2	521	1	 
2018	14	2	7931	5	1	1970	5	1	2	521	1	 
2005	1	2	3176	4	1	1957	3	1	1	914	7	 
2006	2	2	3679	4	1	1957	3	1	1	914	7	 
2007	3	2	3364	4	1	1957	3	1	1	914	7	 
2008	4	2	4016	4	1	1957	3	1	1	941	8	 
2009	5	2	4658	4	1	1957	3	1	1	941	7	 
2010	6	2	5255	3	1	1957	3	1	1	941	7	 
2011	7	2	5878	3	1	1957	3	1	1	941	7	 
2012	8	2	5332	4	1	1957	3	1	1	941	7	 
2013	9	2	5775	3	1	1957	3	1	1	941	7	 
2014	10	2	6849	3	1	1957	3	1	1	941	7	 
2015	11	2	6583	3	1	1957	3	1	1	941	7	 
2016	12	2	8895	3	1	1957	3	1	1	941	7	 
2017	13	2	7999	3	1	1957	3	1	1	941	7	 
2018	14	2	4426	3	1	1957	3	1	1	 	 	10
2013	9	2	25394	2	1	1991	6	1	1	 	 	 
2014	10	2	2697	3	1	1991	6	1	1	510	1	 
2015	11	2	3593	4	1	1991	6	1	1	510	3	 
2016	12	2	3854	4	1	1991	6	1	1	510	3	 
2017	13	2	4484	4	1	1991	6	1	1	510	1	 
2018	14	2	4812	4	1	1991	6	1	1	510	3	 
2005	1	2	1773	4	1	1958	5	1	2	941	3	 
2006	2	2	4367	4	1	1958	5	1	2	941	3	 
2007	3	2	4347	4	1	1958	5	1	2	832	3	 
2008	4	2	5520	4	1	1958	5	1	2	832	5	 
2009	5	2	5808	4	1	1958	5	1	2	741	2	 
2010	6	2	7382	4	1	1958	5	1	2	741	6	 
2011	7	2	6192	3	1	1958	5	1	2	741	4	 
2012	8	2	5496	3	1	1958	5	1	2	 	 	5
2013	9	2	7668.4	4	1	1958	5	1	2	851	3	 
2014	10	2	5878	4	1	1958	5	1	2	 	 	10
2015	11	2	5801	3	1	1958	5	1	2	855	1	 
2016	12	2	8411	3	1	1958	5	1	2	855	2	 
2017	13	2	5258	4	1	1958	5	1	2	 	 	9
2018	14	2	6879	3	1	1958	5	1	2	 	 	9
2015	11	2	4692	2	2	1991	7	5	2	314	10	 
2016	12	1	5177	2	2	1991	7	5	2	314	10	 
2017	13	1	3882	1	2	1991	7	5	2	314	10	 
2018	14	1	3697	1	2	1991	7	5	2	312	10	 
2005	1	2	1151	4	1	1930	5	1	1	 	 	1
2005	1	2	425	1	2	1927	3	2	2	 	 	1
2006	2	2	325	1	2	1927	3	2	1	 	 	8
2007	3	2	964	1	2	1927	2	2	1	 	 	8
2008	4	2	525	1	2	1927	2	2	2	 	 	8
2009	5	2	986	1	2	1927	2	2	2	 	 	10
2010	6	2	836	1	2	1927	2	2	2	941	1	 
2011	7	2	837	1	2	1927	2	2	2	 	 	10
2012	8	2	455	1	2	1927	2	2	2	 	 	10
2013	9	2	399	1	2	1927	2	2	2	 	 	10
2014	10	2	605	1	2	1927	2	2	2	 	 	10
2005	1	2	615	4	1	1953	4	1	1	512	1	 
2006	2	2	1932	4	1	1953	4	1	1	512	1	 
2005	1	2	360	3	1	1939	5	1	1	 	 	6
2006	2	2	314	2	1	1939	5	2	1	 	 	8
2007	3	2	962	2	1	1939	5	2	2	 	 	7
2008	4	2	1512	2	1	1939	5	2	1	 	 	8
2009	5	2	1065	2	1	1939	5	2	1	 	 	9
2010	6	2	1129	2	1	1939	5	2	2	 	 	9
2011	7	2	971	2	1	1939	5	2	1	 	 	10
2012	8	2	560	1	1	1939	5	2	1	 	 	10
2013	9	2	692	1	1	1939	5	2	1	 	 	10
2014	10	2	1087	1	1	1939	5	2	1	 	 	10
2015	11	2	1699	1	1	1939	5	2	1	 	 	10
2016	12	2	1312	1	1	1939	5	2	1	 	 	10
2017	13	2	1417	1	1	1939	5	2	1	 	 	9
2018	14	2	953	1	1	1939	5	2	1	 	 	10
2005	1	2	898	2	1	1959	5	5	1	 	 	 
2006	2	2	788	2	1	1959	5	5	1	 	 	 
2007	3	2	660	2	1	1959	5	5	1	 	 	 
2008	4	2	920	2	1	1959	5	5	1	 	 	 
2009	5	2	865	2	1	1959	5	5	1	930	1	 
2010	6	2	1036	2	1	1959	5	5	2	930	1	 
2011	7	2	1027	2	1	1959	5	5	1	930	1	 
2012	8	2	867	2	1	1959	5	5	1	 	 	 
2013	9	2	1427	2	1	1959	5	5	1	 	 	9
2014	10	2	1577	2	1	1959	5	5	1	930	1	 
2015	11	2	1434	2	1	1959	5	5	1	930	1	 
2016	12	2	2108	2	1	1959	5	5	2	930	1	 
2017	13	2	2412	2	1	1959	5	5	2	 	 	9
2018	14	2	1720	1	2	1941	3	2	1	 	 	10
2005	1	2	2204	4	1	1969	5	1	2	731	3	 
2006	2	2	3674	4	1	1969	5	1	2	 	 	7
2007	3	2	749	4	1	1969	5	1	2	 	 	8
2008	4	2	1479	4	1	1969	5	1	2	 	 	8
2009	5	2	1759	4	1	1969	5	1	2	286	1	 
2010	6	2	1402	4	1	1969	5	1	2	286	1	 
2011	7	2	3908	4	1	1969	5	1	2	286	1	 
2012	8	2	2537	4	1	1969	5	1	2	286	1	 
2013	9	2	5457	4	1	1969	5	1	2	286	1	 
2014	10	2	5342	4	1	1969	5	1	2	286	1	 
2015	11	2	6548	4	1	1969	5	1	2	286	1	 
2016	12	2	5884	4	1	1969	5	1	2	286	1	 
2017	13	2	6920	4	1	1969	5	1	1	286	1	 
2018	14	2	5201	4	2	1970	5	1	2	441	4	 
2005	1	2	1996	2	1	1937	3	1	2	 	 	1
2006	2	2	1724	2	1	1937	3	1	1	 	 	1
2007	3	2	2315	2	1	1937	3	1	2	 	 	1
2008	4	2	2246	2	2	1945	4	1	1	 	 	8
2005	1	2	4533	5	1	1963	6	1	2	714	4	 
2006	2	2	3637	5	1	1963	6	1	2	821	4	 
2007	3	2	1366	1	2	1938	3	2	1	512	1	 
2008	4	2	947	1	2	1938	3	2	1	530	1	 
2009	5	2	876	1	2	1938	3	2	1	530	1	 
2010	6	2	968	1	2	1938	3	2	1	530	1	 
2011	7	2	885	1	2	1938	3	2	1	530	1	 
2012	8	2	700	1	2	1938	3	2	1	530	1	 
2013	9	2	798	1	2	1938	3	2	2	530	1	 
2014	10	2	1351	1	2	1938	3	2	1	530	1	 
2015	11	2	1415	1	2	1938	3	2	1	530	1	 
2016	12	2	1448	1	2	1938	3	2	1	 	 	10
2017	13	2	1498	1	2	1938	3	2	1	999	2	 
2018	14	2	1472	1	2	1938	3	2	1	999	3	 
2005	1	2	2390	3	1	1939	8	1	1	253	3	 
2006	2	2	4301	3	1	1939	8	1	1	253	3	 
2007	3	2	5069	3	1	1939	8	1	2	157	2	 
2008	4	2	6517	3	1	1939	8	1	2	254	3	 
2009	5	2	6020	3	1	1939	8	1	2	254	5	 
2010	6	2	4832	2	1	1939	8	1	1	254	4	 
2011	7	2	3845	2	1	1939	8	1	2	254	3	 
2012	8	2	3722	2	1	1939	8	1	2	254	3	 
2013	9	2	3767	2	1	1939	8	1	2	254	1	 
2014	10	2	1647	2	1	1939	8	1	2	254	1	 
2015	11	2	3155	2	1	1939	8	1	1	 	 	10
2016	12	2	3898	2	1	1939	8	1	2	 	 	10
2017	13	2	4064	2	1	1939	8	1	1	 	 	10
2018	14	2	4069	2	1	1939	8	1	2	 	 	10
2005	1	2	2005	2	1	1976	5	5	2	930	4	 
2006	2	2	3109	2	1	1976	5	5	2	316	4	 
2007	3	2	2332	2	1	1976	5	5	2	816	4	 
2008	4	2	2881	2	1	1976	6	5	2	312	4	 
2009	5	2	3424	2	1	1976	6	5	2	312	4	 
2010	6	2	3421	2	1	1976	6	5	2	312	4	 
2011	7	2	3397	2	1	1976	6	5	2	312	4	 
2012	8	2	3572	2	1	1976	6	5	2	312	4	 
2013	9	2	3607	2	1	1976	6	5	2	312	4	 
2014	10	2	3771	2	1	1976	6	5	2	312	5	 
2015	11	2	3920	2	1	1976	6	5	2	312	4	 
2016	12	2	4999	2	1	1976	6	1	2	312	5	 
2017	13	2	7024	2	1	1976	6	1	2	312	5	 
2018	14	2	7039	2	1	1976	6	1	2	312	3	 
2005	1	2	2357	3	1	1980	5	1	1	930	7	 
2005	1	2	2254	2	2	1959	5	3	1	 	 	 
2006	2	2	1385	2	2	1959	5	3	1	930	7	 
2007	3	2	2289	2	2	1959	5	3	1	930	7	 
2008	4	2	2264	2	2	1959	5	3	1	854	7	 
2009	5	2	2253	2	2	1959	5	3	1	854	7	 
2005	1	2	3600	4	1	1955	5	1	1	915	1	 
2006	2	2	3720	4	1	1955	5	1	1	915	1	 
2005	1	2	3200	2	1	1952	4	2	1	911	1	 
2006	2	2	4090	2	1	1952	4	2	1	911	1	 
2007	3	2	4372	3	1	1952	4	2	1	911	1	 
2008	4	2	5481	3	1	1952	4	2	1	823	1	 
2009	5	2	2610	2	1	1952	4	2	1	823	1	 
2010	6	2	2824	2	1	1952	4	2	1	823	1	 
2011	7	2	1674	2	1	1952	4	2	1	823	1	 
2012	8	2	1507	1	1	1952	4	2	1	823	1	 
2013	9	2	1496	1	1	1952	4	2	1	823	1	 
2014	10	2	1744	1	1	1952	4	2	1	823	1	 
2015	11	2	1323	1	1	1952	4	2	1	823	1	 
2016	12	2	1904	1	1	1952	4	2	1	823	1	 
2017	13	2	1788	1	1	1952	4	2	1	823	1	 
2018	14	2	2251	1	1	1952	4	2	1	823	1	 
2009	5	6	5928	2	1	1979	7	1	1	252	10	 
2010	6	6	4776	2	1	1979	7	1	1	252	10	 
2011	7	6	7050	3	1	1979	7	1	1	252	10	 
2012	8	6	5448	3	1	1979	7	1	1	252	10	 
2013	9	6	7822	3	1	1979	7	1	1	252	10	 
2014	10	6	8051	4	1	1979	7	1	1	252	10	 
2015	11	6	7035	4	1	1979	7	1	1	252	10	 
2016	12	6	6734	5	1	1979	7	1	1	252	10	 
2017	13	6	5625	5	1	1979	7	1	1	252	10	 
2018	14	6	10044	5	1	1979	7	1	1	252	10	 
2005	1	2	3860	5	1	1964	5	1	1	513	2	 
2006	2	2	4273	5	1	1964	5	1	1	513	3	 
2007	3	2	4216	5	1	1964	5	1	1	513	3	 
2008	4	2	3446	5	1	1964	5	1	1	521	1	 
2009	5	2	3007	5	1	1964	5	1	1	521	1	 
2010	6	2	2640	5	1	1964	5	1	1	773	1	 
2011	7	2	5000	5	1	1964	5	1	1	773	1	 
2012	8	2	5232	5	1	1964	5	1	1	773	2	 
2013	9	2	5274	5	1	1964	5	1	2	773	3	 
2014	10	2	5215	5	1	1964	5	1	1	153	2	 
2015	11	2	6654	4	1	1964	5	1	1	153	3	 
2016	12	2	8599	4	1	1964	5	1	1	153	3	 
2017	13	2	8451	4	1	1964	5	1	1	153	3	 
2018	14	2	9554	4	1	1964	5	1	1	153	3	 
2005	1	2	839	1	2	1936	4	2	2	 	 	1
2006	2	2	557	1	2	1936	4	2	2	 	 	1
2007	3	2	190	1	2	1936	4	2	2	 	 	4
2008	4	2	200	1	2	1936	4	2	2	 	 	7
2009	5	2	499	1	2	1936	4	2	2	 	 	10
2010	6	2	516	1	2	1936	4	2	2	 	 	10
2011	7	2	611	1	2	1936	4	2	2	 	 	10
2012	8	2	510	1	2	1936	4	2	2	 	 	10
2013	9	2	742	1	2	1936	4	2	2	 	 	10
2014	10	2	888	1	2	1936	4	2	2	 	 	10
2015	11	2	622	1	2	1936	4	2	2	 	 	10
2016	12	2	829	1	2	1936	4	2	1	 	 	10
2017	13	2	1015	1	2	1936	4	2	2	 	 	10
2018	14	2	1079	1	2	1936	4	2	1	 	 	10
2005	1	2	504	2	1	1939	7	1	1	 	 	1
2006	2	2	1761	2	1	1939	7	1	2	 	 	1
2007	3	2	2033	2	1	1939	7	1	2	 	 	7
2008	4	2	1982	2	1	1939	7	1	2	 	 	8
2009	5	2	2447	2	1	1939	7	1	2	 	 	10
2010	6	2	1242	2	1	1939	7	1	1	 	 	10
2011	7	2	1494	2	1	1939	7	1	2	 	 	10
2012	8	2	1399	2	1	1939	7	1	2	 	 	10
2013	9	2	1613	2	1	1939	7	1	2	 	 	9
2014	10	2	2259	2	1	1939	7	1	2	 	 	10
2015	11	2	1167	2	1	1939	7	1	2	 	 	10
2016	12	2	1126	2	1	1939	7	1	2	 	 	10
2017	13	2	1636	2	1	1939	7	1	2	 	 	10
2018	14	2	1646	2	1	1939	7	1	2	 	 	10
2005	1	2	912	3	2	1932	3	2	1	 	 	4
2006	2	2	848	3	2	1932	3	2	1	 	 	1
2007	3	2	1825	4	1	1962	6	2	2	263	1	 
2008	4	2	2013	4	1	1962	6	2	1	151	2	 
2009	5	2	2346	4	1	1962	6	2	2	159	3	 
2010	6	2	3187	4	1	1962	6	2	1	510	4	 
2011	7	2	3981	4	1	1962	6	2	2	151	6	 
2012	8	2	3746	3	1	1962	7	2	1	234	4	 
2013	9	2	4103	3	1	1962	7	2	1	234	4	 
2014	10	2	4626	3	1	1962	7	2	1	753	5	 
2015	11	2	4945	4	1	1962	7	2	1	753	2	 
2016	12	2	5061	3	1	1962	7	2	1	881	2	 
2017	13	2	4806	3	1	1962	7	2	1	881	3	 
2018	14	2	6309	3	1	1962	7	2	1	881	4	 
2005	1	2	14	1	1	1935	7	3	2	 	 	1
2006	2	2	254	1	1	1935	7	3	2	512	1	 
2007	3	2	177	1	1	1935	7	3	2	 	 	 
2008	4	2	356	1	1	1935	7	3	1	 	 	7
2009	5	2	255	1	1	1935	7	3	1	 	 	9
2010	6	2	504	1	1	1935	7	3	1	 	 	10
2011	7	2	445	1	1	1935	7	3	1	 	 	10
2012	8	2	388	1	1	1935	7	3	1	 	 	10
2013	9	2	702	1	1	1935	7	3	1	 	 	1
2014	10	2	794	1	1	1935	7	3	1	 	 	10
2015	11	2	653	1	1	1935	7	3	1	 	 	10
2016	12	2	1108	1	1	1935	7	3	1	 	 	10
2017	13	2	987	1	1	1935	7	3	1	 	 	10
2005	1	2	743	2	1	1940	7	1	1	 	 	8
2006	2	2	492	2	1	1940	7	1	1	 	 	7
2007	3	2	1100	2	1	1940	7	1	1	 	 	8
2008	4	2	576	2	1	1940	7	1	1	 	 	7
2005	1	2	734	2	1	1934	7	1	1	 	 	1
2006	2	2	614	2	1	1934	7	1	1	 	 	1
2007	3	2	903	2	1	1934	7	1	1	 	 	7
2008	4	2	1092	3	1	1934	7	1	1	 	 	8
2009	5	2	625	3	1	1934	7	1	2	 	 	10
2010	6	2	1803	3	1	1934	7	1	1	 	 	10
2011	7	2	1884	3	1	1934	7	1	1	 	 	10
2012	8	2	719	2	1	1934	7	1	1	 	 	10
2013	9	2	1272	2	1	1934	7	1	1	 	 	1
2014	10	2	1782	2	1	1934	7	1	1	 	 	10
2015	11	2	1399	2	1	1934	7	1	1	 	 	10
2016	12	2	2473	2	1	1934	7	1	1	 	 	10
2017	13	2	2447	2	1	1934	7	1	1	 	 	10
2018	14	2	2518	2	1	1934	7	1	1	 	 	1
2005	1	2	14	3	1	1938	5	1	2	 	 	1
2006	2	2	6479	3	1	1938	5	1	2	 	 	7
2007	3	2	4179	3	1	1938	5	1	1	 	 	 
2008	4	2	-232	3	1	1938	5	1	2	 	 	8
2005	1	2	2142	4	1	1961	7	1	1	231	3	 
2006	2	2	2393	4	1	1961	7	1	1	30	11	 
2007	3	2	6182	4	1	1961	7	1	2	30	1	 
2008	4	2	5690	4	1	1961	7	1	2	 	 	 
2009	5	2	2234	3	1	1961	7	1	2	 	 	5
2010	6	2	2197	3	1	1961	7	1	2	 	 	 
2011	7	2	1926	4	1	1961	7	1	2	 	 	 
2012	8	2	5417	4	1	1961	7	1	2	231	3	 
2013	9	2	5948	4	1	1961	7	1	2	231	3	 
2014	10	2	5629	4	1	1961	7	1	2	 	 	10
2015	11	2	373	3	1	1961	7	1	1	 	 	10
2016	12	2	1269	3	1	1961	7	1	1	 	 	10
2017	13	2	2324	3	1	1961	7	1	1	 	 	9
2018	14	2	6964	4	1	1961	7	1	1	910	1	 
2005	1	2	565	2	1	1942	5	1	2	 	 	 
2006	2	2	1401	3	1	1942	5	1	1	912	11	 
2007	3	2	2633	3	1	1942	5	1	2	912	1	 
2008	4	2	3376	3	1	1942	5	1	2	942	2	 
2009	5	2	2312	2	1	1942	5	1	2	942	1	 
2010	6	2	2489	2	1	1942	5	1	2	942	3	 
2011	7	2	2935	2	1	1942	5	1	2	942	7	 
2012	8	2	1692	2	1	1942	5	1	2	 	 	 
2013	9	2	1494	2	1	1942	5	1	2	942	4	 
2014	10	2	1703	2	1	1942	5	1	2	 	 	10
2015	11	2	1318	2	1	1942	5	1	2	 	 	10
2016	12	2	1901	2	1	1942	5	1	2	942	1	 
2017	13	2	3591	2	1	1942	5	1	2	 	 	9
2018	14	2	3521	2	1	1942	5	1	2	 	 	9
2009	5	2	6960	3	1	1971	7	1	2	222	1	 
2005	1	2	1346	1	2	1948	4	3	1	 	 	8
2005	1	2	2224	1	1	1980	5	5	2	733	1	 
2006	2	2	1270	1	1	1980	5	5	2	 	 	 
2005	1	2	3430	3	1	1939	4	1	1	611	1	 
2005	1	2	2321	2	1	1969	4	1	1	843	1	 
2005	1	2	2534	3	1	1947	3	1	2	 	 	6
2006	2	2	834	3	1	1947	3	1	2	 	 	8
2007	3	2	1602	3	1	1947	3	1	2	 	 	7
2008	4	2	1536	2	1	1947	3	1	2	 	 	7
2009	5	2	1736	2	1	1947	3	1	2	 	 	10
2010	6	2	2318	2	1	1947	3	1	2	 	 	10
2011	7	2	1675	2	1	1947	3	1	2	 	 	10
2012	8	2	1469	2	1	1947	3	1	2	 	 	10
2013	9	2	2081	2	1	1947	3	1	2	 	 	9
2014	10	2	1829	2	1	1947	3	1	2	 	 	10
2015	11	2	3063	2	1	1947	3	1	2	 	 	10
2016	12	2	3068	2	1	1947	3	1	2	 	 	10
2017	13	2	2814	2	1	1947	3	1	2	 	 	10
2018	14	2	2906	2	1	1947	3	1	2	 	 	10
2005	1	2	4016	4	1	1942	5	1	1	842	1	 
2006	2	2	2265	4	1	1942	5	1	2	842	1	 
2007	3	2	2714	4	1	1942	5	1	2	 	 	7
2008	4	2	3913	3	1	1942	5	1	2	 	 	8
2009	5	2	4465	3	1	1942	5	1	2	 	 	10
2010	6	2	7301	3	1	1942	5	1	2	 	 	10
2011	7	2	4224	3	1	1942	5	1	2	 	 	10
2012	8	2	4310	3	1	1942	5	1	2	 	 	10
2013	9	2	5318	3	1	1942	5	1	2	 	 	9
2014	10	2	4878	3	1	1942	5	1	2	 	 	10
2015	11	2	6215	3	1	1942	5	1	2	 	 	10
2016	12	2	7975	3	1	1942	5	1	2	 	 	10
2017	13	2	6515	3	1	1942	5	1	2	 	 	10
2018	14	2	7850	3	1	1942	5	1	2	 	 	9
2008	4	2	7212	2	1	1976	7	1	2	314	10	 
2009	5	2	8889	2	1	1976	7	1	2	312	10	 
2010	6	2	9974	2	1	1976	7	1	2	312	10	 
2011	7	2	10048	3	1	1976	7	1	2	312	10	 
2012	8	2	10264	3	1	1976	7	1	2	312	10	 
2013	9	2	14042	3	1	1976	7	1	2	312	10	 
2014	10	2	12947	3	1	1976	7	1	2	312	10	 
2015	11	2	13862	4	1	1976	7	1	2	312	10	 
2016	12	2	16479	4	1	1976	7	1	2	312	10	 
2017	13	2	20070	4	1	1976	7	1	2	312	9	 
2018	14	2	19294	4	1	1976	7	1	2	312	9	 
2005	1	2	2098	2	1	1974	5	5	2	311	2	 
2006	2	2	2619	2	1	1974	5	5	2	311	7	 
2007	3	2	3146	2	1	1974	5	5	2	311	7	 
2008	4	2	4440	2	1	1974	5	5	2	314	7	 
2009	5	2	4135	2	1	1974	5	5	1	314	7	 
2010	6	2	3318	2	1	1974	5	5	2	314	1	 
2011	7	2	3546	2	1	1974	5	1	1	312	7	 
2012	8	2	3505	2	1	1974	5	1	2	312	8	 
2013	9	2	3613	3	1	1974	5	1	2	312	7	 
2014	10	2	5166	3	1	1974	5	1	2	312	8	 
2015	11	2	3428	3	1	1974	5	1	2	312	4	 
2016	12	2	3589	3	1	1974	5	1	2	312	7	 
2017	13	2	5453	4	1	1974	5	1	2	312	5	 
2018	14	2	5075	4	1	1974	5	1	2	312	4	 
2012	8	2	689	1	2	1935	3	2	2	 	 	6
2013	9	2	1062	1	2	1935	3	2	1	 	 	6
2014	10	2	1405	1	2	1935	3	2	1	 	 	10
2015	11	2	1352	1	2	1935	3	2	1	 	 	9
2016	12	2	731	1	2	1935	3	2	1	 	 	9
2017	13	2	1070	1	2	1935	3	2	1	991	4	 
2018	14	2	1725	1	2	1935	3	2	1	 	 	10
2005	1	2	5015	4	1	1950	5	1	2	842	4	 
2006	2	2	7540	4	1	1950	5	1	2	842	7	 
2007	3	2	7138	4	1	1950	5	1	2	842	4	 
2005	1	2	2532	2	1	1934	3	1	2	 	 	1
2006	2	2	1984	2	1	1934	3	1	2	 	 	1
2007	3	2	2641	2	1	1934	3	1	2	 	 	8
2008	4	2	3796	2	1	1934	3	1	2	 	 	8
2009	5	2	2730	2	1	1934	3	1	1	 	 	10
2010	6	2	2278	2	2	1932	3	1	1	 	 	10
2011	7	2	1175	2	2	1932	3	1	1	 	 	6
2012	8	2	632	2	2	1932	3	1	1	 	 	6
2013	9	2	1357	2	2	1932	3	1	1	 	 	1
2014	10	2	2233	2	2	1932	3	1	1	 	 	10
2005	1	2	300	2	1	1938	7	1	1	912	1	 
2006	2	2	1349	2	1	1938	7	1	2	912	2	 
2007	3	2	1474	2	1	1938	7	1	2	912	4	 
2008	4	2	3118	2	1	1938	7	1	2	942	1	 
2009	5	2	1921	2	1	1938	7	1	1	942	1	 
2010	6	2	1794	2	1	1938	7	1	1	942	1	 
2011	7	2	1094	2	1	1938	7	1	1	 	 	10
2012	8	2	768	2	1	1938	7	1	1	 	 	10
2013	9	2	2116	2	1	1938	7	1	2	 	 	1
2014	10	2	1476	2	1	1938	7	1	1	 	 	10
2015	11	2	1584	2	1	1938	7	1	2	 	 	1
2016	12	2	1376	1	2	1943	3	2	1	 	 	10
2017	13	2	1103	1	2	1943	3	2	1	 	 	10
2018	14	2	1329	1	2	1943	3	2	1	 	 	10
2005	1	2	-4800	4	2	1968	5	1	1	323	2	 
2006	2	2	2678	4	2	1968	5	1	1	416	3	 
2005	1	2	1200	5	1	1982	5	3	2	930	5	 
2006	2	2	2856	5	1	1982	5	3	2	930	8	 
2005	1	2	5000	4	1	1960	8	1	2	152	10	 
2006	2	2	6300	4	1	1960	8	1	2	152	10	 
2007	3	2	5787	4	1	1960	8	1	2	152	10	 
2008	4	2	6096	4	1	1960	8	1	2	252	10	 
2009	5	2	6797	4	1	1960	8	1	2	252	10	 
2010	6	2	6677	4	1	1960	8	1	2	252	10	 
2011	7	2	6770	4	1	1960	8	1	1	252	10	 
2012	8	2	6824	4	1	1960	8	1	2	252	10	 
2013	9	2	7425	4	1	1960	8	1	2	252	10	 
2014	10	2	6521	4	1	1960	8	1	2	252	6	 
2015	11	2	7420	4	1	1960	8	1	2	252	10	 
2016	12	2	7430	4	1	1960	8	1	2	252	10	 
2017	13	2	7052	4	1	1960	8	1	2	252	10	 
2018	14	2	7681	4	1	1960	8	1	2	252	10	 
2005	1	2	4420	3	1	1952	7	1	1	312	7	 
2006	2	2	6877	4	1	1952	7	1	1	312	7	 
2007	3	2	7197	4	1	1952	7	1	1	312	7	 
2008	4	2	8692	4	1	1952	7	1	2	510	7	 
2009	5	2	8400	4	1	1952	7	1	1	 	 	 
2010	6	2	8567	4	1	1952	7	1	2	313	2	 
2011	7	2	10831	4	1	1952	7	1	2	313	1	 
2012	8	2	7420	3	1	1952	7	1	1	431	1	 
2013	9	2	9033	3	1	1952	7	1	2	431	1	 
2014	10	2	7455.9	3	1	1952	7	1	2	431	1	 
2015	11	5	6624	2	1	1952	7	1	2	873	1	 
2016	12	5	3512	2	1	1952	7	1	2	521	2	 
2017	13	5	3594	2	1	1952	7	1	2	841	7	 
2018	14	5	3656	2	1	1952	7	1	2	 	 	 
2005	1	2	5850	4	1	1960	5	1	2	832	10	 
2005	1	2	11716	4	1	1965	7	1	1	23	7	 
2006	2	2	17325	4	1	1965	7	1	1	416	5	 
2007	3	2	13242	4	1	1965	7	1	2	416	6	 
2008	4	2	14617	4	1	1965	7	1	2	312	7	 
2005	1	2	4492	4	1	1966	8	1	1	271	2	 
2006	2	2	4550	4	1	1966	8	1	1	271	2	 
2007	3	2	6180	4	1	1966	8	1	1	271	3	 
2008	4	2	6970	4	1	1966	8	1	1	247	6	 
2009	5	2	6927	4	1	1966	8	1	1	133	5	 
2010	6	2	8211	4	1	1966	8	1	1	133	6	 
2011	7	2	9331	4	1	1966	8	1	1	133	5	 
2012	8	2	7023	4	1	1966	8	1	1	133	6	 
2013	9	2	6933	4	1	1966	8	1	1	133	5	 
2014	10	2	7240	4	1	1966	8	1	1	133	5	 
2015	11	2	8477	4	1	1966	9	1	1	133	7	 
2016	12	2	6746	4	1	1966	9	1	1	133	9	 
2017	13	2	8970	3	1	1966	9	1	1	133	5	 
2018	14	2	6636	3	1	1966	9	1	1	251	9	 
2005	1	2	6746	4	1	1953	5	1	1	441	10	 
2006	2	2	5801	4	1	1953	5	1	1	441	10	 
2007	3	2	6299	3	1	1953	5	1	1	441	10	 
2008	4	2	6552	3	1	1953	5	1	1	411	10	 
2009	5	2	6149	3	1	1953	5	1	1	411	10	 
2010	6	2	6372	3	1	1953	5	1	1	411	10	 
2011	7	2	7584	3	1	1953	5	1	1	411	10	 
2012	8	2	5730	3	1	1953	5	1	1	 	 	10
2013	9	2	4860.6	3	1	1953	5	1	2	942	5	 
2014	10	2	6912	2	1	1953	5	1	1	942	7	 
2015	11	2	7073	2	1	1953	5	1	1	942	2	 
2016	12	2	7714	2	1	1953	5	1	1	942	1	 
2017	13	2	7280	2	1	1953	5	1	1	942	1	 
2018	14	2	7234	2	1	1953	5	1	1	942	8	 
2007	3	2	2208	2	1	1979	7	1	1	238	3	 
2008	4	2	3132	2	1	1979	7	1	2	221	2	 
2009	5	2	2708	2	1	1979	7	1	1	221	1	 
2010	6	2	3801	2	1	1979	7	1	2	221	2	 
2011	7	2	4243	2	1	1979	7	1	2	231	7	 
2012	8	2	3258	3	1	1979	7	1	2	 	 	 
2013	9	2	4923	3	1	1979	7	1	2	313	10	 
2014	10	2	5284	4	1	1979	7	1	2	313	5	 
2015	11	2	7849	4	1	1979	7	1	2	313	7	 
2016	12	2	8067	4	1	1979	7	1	2	313	9	 
2017	13	2	9267	4	1	1979	7	1	2	313	10	 
2018	14	2	8123	4	1	1979	7	1	2	313	10	 
2014	10	6	3912	1	1	1983	7	5	2	412	10	 
2015	11	6	3505	1	1	1983	7	5	2	412	10	 
2016	12	6	4209	1	1	1983	7	5	2	412	10	 
2017	13	6	4801	1	1	1983	7	5	2	411	10	 
2018	14	6	4597	1	1	1983	7	1	2	411	10	 
2005	1	2	9321	4	1	1963	6	1	1	220	6	 
2006	2	2	8089	4	1	1963	6	1	1	314	10	 
2007	3	2	8022	4	1	1963	6	1	1	30	3	 
2008	4	2	7627	4	1	1963	6	1	1	151	3	 
2009	5	2	8075	4	1	1963	6	1	1	151	4	 
2010	6	2	8663	4	1	1963	6	1	1	149	5	 
2011	7	2	11243	4	1	1963	6	1	1	149	7	 
2012	8	2	7979	4	1	1963	6	1	1	149	7	 
2013	9	2	8279	4	1	1963	6	1	1	149	7	 
2014	10	2	10519	4	1	1963	6	1	1	149	7	 
2015	11	2	8123	2	1	1963	6	1	1	149	7	 
2016	12	2	8209	2	1	1963	6	1	1	149	7	 
2017	13	2	10493	3	1	1963	6	1	1	149	7	 
